target,source,year,size,count,date
Vietnam,Malaysia,2005,0.292,1,31/12/2005
Vietnam,Malaysia,2006,3.278,2,31/12/2006
Vietnam,Malaysia,2007,9.655,3,31/12/2007
Vietnam,Malaysia,2009,0.429,1,31/12/2009
Vietnam,Malaysia,2010,98.74,6,31/12/2010
Vietnam,Malaysia,2011,0.015,1,31/12/2011
Vietnam,Malaysia,2012,15.283,3,31/12/2012
Vietnam,Malaysia,2013,21.022,2,31/12/2013
Vietnam,Malaysia,2014,429.028,3,31/12/2014
Zimbabwe,Malaysia,1998,600,1,31/12/1998
Australia,Malta,2012,24.196,1,31/12/2012
Austria,Malta,2011,6.965,1,31/12/2011
Brazil,Malta,1993,6.7,1,31/12/1993
Canada,Malta,2006,114.679,1,31/12/2006
Chile,Malta,2014,5.792,1,31/12/2014
France,Malta,2011,12.859,1,31/12/2011
Germany,Malta,1999,3.742,1,31/12/1999
India,Malta,2014,17.97,1,31/12/2014
Italy,Malta,2004,0.449,1,31/12/2004
Kazakhstan,Malta,2013,0.168,1,31/12/2013
Netherlands,Malta,2004,0.011,1,31/12/2004
Portugal,Malta,2001,42.887,1,31/12/2001
Russian Fed,Malta,2004,52,1,31/12/2004
South Africa,Malta,2009,10.98,1,31/12/2009
South Africa,Malta,2011,97.324,1,31/12/2011
South Africa,Malta,2013,0.584,1,31/12/2013
South Africa,Malta,2014,2.285,1,31/12/2014
Brazil,Mauritius,2011,24.685,1,31/12/2011
Canada,Mauritius,2009,1.603,1,31/12/2009
India,Mauritius,1998,6.821,1,31/12/1998
India,Mauritius,2002,19.659,2,31/12/2002
India,Mauritius,2003,71.669,2,31/12/2003
India,Mauritius,2005,1.271,2,31/12/2005
India,Mauritius,2006,32.331,2,31/12/2006
India,Mauritius,2008,7.693,2,31/12/2008
India,Mauritius,2010,2.995,1,31/12/2010
India,Mauritius,2013,4.715,2,31/12/2013
India,Mauritius,2014,0.415,1,31/12/2014
Indonesia,Mauritius,2004,0.803,1,31/12/2004
Indonesia,Mauritius,2005,8.244,1,31/12/2005
Malaysia,Mauritius,2005,3.95,1,31/12/2005
Mauritania,Mauritius,1997,2,1,31/12/1997
Rwanda,Mauritius,2004,5.035,1,31/12/2004
Singapore,Mauritius,2009,241.658,2,31/12/2009
Singapore,Mauritius,2012,10,1,31/12/2012
South Africa,Mauritius,2013,135.941,1,31/12/2013
Thailand,Mauritius,2006,47.989,1,31/12/2006
Thailand,Mauritius,2007,10.903,1,31/12/2007
United Kingdom,Mauritius,1997,0.654,1,31/12/1997
Zimbabwe,Mauritius,2009,6,1,31/12/2009
Zimbabwe,Mauritius,2012,0.19,1,31/12/2012
Argentina,Mexico,1994,196.95,2,31/12/1994
Argentina,Mexico,1997,41.616,2,31/12/1997
Argentina,Mexico,1998,32,3,31/12/1998
Argentina,Mexico,2003,30,1,31/12/2003
Argentina,Mexico,2004,113.5,1,31/12/2004
Argentina,Mexico,2006,22.5,1,31/12/2006
Argentina,Mexico,2007,148.5,2,31/12/2007
Argentina,Mexico,2013,4.375,1,31/12/2013
Australia,Mexico,2006,13.29,1,31/12/2006
Belgium,Mexico,2013,62.912,1,31/12/2013
Brazil,Mexico,1997,49.999,1,31/12/1997
Brazil,Mexico,1998,142.7,2,31/12/1998
Brazil,Mexico,2000,34.1,2,31/12/2000
Brazil,Mexico,2001,1605.754,5,31/12/2001
Brazil,Mexico,2002,2306.1,2,31/12/2002
Brazil,Mexico,2003,1012,3,31/12/2003
Brazil,Mexico,2005,817.848,3,31/12/2005
Brazil,Mexico,2006,128,1,31/12/2006
Brazil,Mexico,2007,893.975,4,31/12/2007
Brazil,Mexico,2008,163.292,4,31/12/2008
Brazil,Mexico,2009,2.758,1,31/12/2009
Brazil,Mexico,2013,2303,2,31/12/2013
Brazil,Mexico,2014,588.934,6,31/12/2014
Canada,Mexico,1997,0.657,1,31/12/1997
Canada,Mexico,1999,162,1,31/12/1999
Canada,Mexico,2007,3.16,1,31/12/2007
Canada,Mexico,2008,180.849,2,31/12/2008
Canada,Mexico,2009,286.169,2,31/12/2009
Canada,Mexico,2014,1767.317,2,31/12/2014
Chile,Mexico,1994,21.998,1,31/12/1994
Chile,Mexico,1996,23.6,1,31/12/1996
Chile,Mexico,1999,11.4,1,31/12/1999
Chile,Mexico,2004,35.5,1,31/12/2004
Chile,Mexico,2005,505.081,1,31/12/2005
Chile,Mexico,2006,52,1,31/12/2006
Chile,Mexico,2007,0.046,1,31/12/2007
Chile,Mexico,2010,604.239,1,31/12/2010
China,Mexico,2006,12.639,1,31/12/2006
China,Mexico,2007,14.8,1,31/12/2007
Colombia,Mexico,1996,697,2,31/12/1996
Colombia,Mexico,1998,616.96,2,31/12/1998
Colombia,Mexico,2001,80,1,31/12/2001
Colombia,Mexico,2002,9.63,1,31/12/2002
Colombia,Mexico,2004,4.8,2,31/12/2004
Colombia,Mexico,2006,40,1,31/12/2006
Colombia,Mexico,2007,250,1,31/12/2007
Colombia,Mexico,2010,52.529,1,31/12/2010
Colombia,Mexico,2011,13,1,31/12/2011
Costa Rica,Mexico,2001,70,1,31/12/2001
Costa Rica,Mexico,2003,0.02,1,31/12/2003
Ecuador,Mexico,2000,153,1,31/12/2000
Ecuador,Mexico,2010,345,1,31/12/2010
El Salvador,Mexico,2003,417,1,31/12/2003
Germany,Mexico,2014,292.898,1,31/12/2014
Guatemala,Mexico,2000,451.8,1,31/12/2000
India,Mexico,1998,1.5,1,31/12/1998
Luxembourg,Mexico,2012,111.8,2,31/12/2012
Malaysia,Mexico,2007,2.5,1,31/12/2007
Netherlands,Mexico,2013,9577.454,1,31/12/2013
Nicaragua,Mexico,2000,83.7,1,31/12/2000
Norway,Mexico,2006,587.86,1,31/12/2006
Norway,Mexico,2009,540,1,31/12/2009
Peru,Mexico,1992,7.676,1,31/12/1992
Peru,Mexico,2005,504.312,1,31/12/2005
Peru,Mexico,2007,1.577,2,31/12/2007
Peru,Mexico,2011,63,1,31/12/2011
Peru,Mexico,2012,141,1,31/12/2012
Peru,Mexico,2014,7,1,31/12/2014
Philippines,Mexico,1999,528,2,31/12/1999
Philippines,Mexico,2012,688.5,1,31/12/2012
Poland,Mexico,2000,8.728,1,31/12/2000
Portugal,Mexico,2003,3,1,31/12/2003
Russian Fed,Mexico,2011,7,1,31/12/2011
South Korea,Mexico,1998,116.999,1,31/12/1998
Spain,Mexico,1997,24.961,1,31/12/1997
Spain,Mexico,1998,10.509,1,31/12/1998
Spain,Mexico,2009,0.749,1,31/12/2009
Spain,Mexico,2010,40.501,1,31/12/2010
Spain,Mexico,2011,156.911,1,31/12/2011
Spain,Mexico,2012,566.402,1,31/12/2012
Spain,Mexico,2013,399.835,2,31/12/2013
Spain,Mexico,2014,398.75,5,31/12/2014
Thailand,Mexico,2001,800,1,31/12/2001
Turkey,Mexico,2011,17.5,1,31/12/2011
Ukraine,Mexico,2010,9,1,31/12/2010
United Kingdom,Mexico,2012,156.92,1,31/12/2012
United States,Mexico,1985,41,1,31/12/1985
United States,Mexico,1989,365.2,4,31/12/1989
United States,Mexico,1991,303.25,2,31/12/1991
United States,Mexico,1992,1404.65,6,31/12/1992
United States,Mexico,1993,514.64,2,31/12/1993
United States,Mexico,1994,2148.04,8,31/12/1994
United States,Mexico,1996,65.68,5,31/12/1996
United States,Mexico,1997,81.5,3,31/12/1997
United States,Mexico,1998,356.3,2,31/12/1998
United States,Mexico,1999,216.8,5,31/12/1999
United States,Mexico,2000,282,2,31/12/2000
United States,Mexico,2001,234.2,4,31/12/2001
United States,Mexico,2002,4370.043,3,31/12/2002
United States,Mexico,2003,103.039,3,31/12/2003
United States,Mexico,2004,479.8,2,31/12/2004
United States,Mexico,2005,539.1,3,31/12/2005
United States,Mexico,2006,1053,5,31/12/2006
United States,Mexico,2008,2658,4,31/12/2008
United States,Mexico,2009,2350,2,31/12/2009
United States,Mexico,2010,2574,5,31/12/2010
United States,Mexico,2011,308.8,4,31/12/2011
United States,Mexico,2012,1743.769,4,31/12/2012
United States,Mexico,2013,327.05,4,31/12/2013
United States,Mexico,2014,630.1,2,31/12/2014
Uruguay,Mexico,2008,11.655,1,31/12/2008
Canada,Monaco,1999,166.941,1,31/12/1999
France,Monaco,1989,8.8,1,31/12/1989
France,Monaco,2003,11.602,1,31/12/2003
Germany,Monaco,2000,10.134,1,31/12/2000
Norway,Monaco,1989,5.975,1,31/12/1989
United Kingdom,Monaco,2000,101.789,1,31/12/2000
United Kingdom,Monaco,2009,100,1,31/12/2009
United States,Monaco,1997,0.376,1,31/12/1997
Ghana,Mongolia,2011,26.5,1,31/12/2011
United States,Mongolia,1997,3,1,31/12/1997
United States,Mongolia,2007,105.6,1,31/12/2007
Canada,Morocco,2000,8.666,1,31/12/2000
France,Morocco,1993,35.847,1,31/12/1993
France,Morocco,2011,16.666,1,31/12/2011
France,Morocco,2013,147.197,1,31/12/2013
Lebanon,Morocco,2012,100,1,31/12/2012
Mali,Morocco,2008,93.46,1,31/12/2008
Senegal,Morocco,2008,94.529,1,31/12/2008
South Africa,Namibia,2011,6.98,1,31/12/2011
Australia,Nauru,1992,42.031,1,31/12/1992
Argentina,Netherlands,1997,261.366,2,31/12/1997
Argentina,Netherlands,1998,370.437,2,31/12/1998
Argentina,Netherlands,1999,320.208,5,31/12/1999
Argentina,Netherlands,2007,281.278,1,31/12/2007
Argentina,Netherlands,2010,1.5,1,31/12/2010
Argentina,Netherlands,2011,3.554,1,31/12/2011
Armenia,Netherlands,2006,435.032,1,31/12/2006
Australia,Netherlands,1986,28.52,1,31/12/1986
Australia,Netherlands,1993,365.01,3,31/12/1993
Australia,Netherlands,1994,22.368,1,31/12/1994
Australia,Netherlands,1995,11.925,3,31/12/1995
Australia,Netherlands,1996,92.993,3,31/12/1996
Australia,Netherlands,1997,334.536,2,31/12/1997
Australia,Netherlands,1998,639.51,5,31/12/1998
Australia,Netherlands,1999,52.517,4,31/12/1999
Australia,Netherlands,2000,855.342,6,31/12/2000
Australia,Netherlands,2001,26.047,1,31/12/2001
Australia,Netherlands,2002,708.621,1,31/12/2002
Australia,Netherlands,2003,249.987,1,31/12/2003
Australia,Netherlands,2005,62.578,5,31/12/2005
Australia,Netherlands,2006,86.521,4,31/12/2006
Australia,Netherlands,2007,664.695,4,31/12/2007
Australia,Netherlands,2008,161.839,3,31/12/2008
Australia,Netherlands,2009,48.563,1,31/12/2009
Australia,Netherlands,2010,3163.878,1,31/12/2010
Australia,Netherlands,2011,915.333,3,31/12/2011
Australia,Netherlands,2013,74.889,2,31/12/2013
Australia,Netherlands,2014,2602.46,1,31/12/2014
Austria,Netherlands,1991,11.948,1,31/12/1991
Austria,Netherlands,1992,33.18,1,31/12/1992
Austria,Netherlands,1995,20.082,1,31/12/1995
Austria,Netherlands,2003,1313.262,1,31/12/2003
Austria,Netherlands,2004,133.989,2,31/12/2004
Austria,Netherlands,2005,83.972,1,31/12/2005
Austria,Netherlands,2007,5.443,1,31/12/2007
Belgium,Netherlands,1991,16,1,31/12/1991
Belgium,Netherlands,1992,1953.61,1,31/12/1992
Belgium,Netherlands,1993,3.61,1,31/12/1993
Belgium,Netherlands,1994,1.603,1,31/12/1994
Belgium,Netherlands,1995,7.871,1,31/12/1995
Belgium,Netherlands,1997,623.002,2,31/12/1997
Belgium,Netherlands,1998,12252.8,2,31/12/1998
Belgium,Netherlands,1999,96.018,3,31/12/1999
Belgium,Netherlands,2000,2749.197,3,31/12/2000
Belgium,Netherlands,2001,56.719,3,31/12/2001
Belgium,Netherlands,2002,964.385,5,31/12/2002
Belgium,Netherlands,2003,394.528,5,31/12/2003
Belgium,Netherlands,2004,1.543,1,31/12/2004
Belgium,Netherlands,2005,640.777,2,31/12/2005
Belgium,Netherlands,2006,718.75,2,31/12/2006
Belgium,Netherlands,2007,441.938,6,31/12/2007
Belgium,Netherlands,2008,192.443,2,31/12/2008
Belgium,Netherlands,2009,36.173,2,31/12/2009
Belgium,Netherlands,2012,29.232,2,31/12/2012
Belgium,Netherlands,2014,170.056,2,31/12/2014
Botswana,Netherlands,2010,296,1,31/12/2010
Brazil,Netherlands,1985,108.225,1,31/12/1985
Brazil,Netherlands,1988,22.3,1,31/12/1988
Brazil,Netherlands,1992,250.001,1,31/12/1992
Brazil,Netherlands,1996,272.436,1,31/12/1996
Brazil,Netherlands,1997,950.357,2,31/12/1997
Brazil,Netherlands,1998,48.305,3,31/12/1998
Brazil,Netherlands,2000,0.547,1,31/12/2000
Brazil,Netherlands,2001,0.75,1,31/12/2001
Brazil,Netherlands,2003,757.16,1,31/12/2003
Brazil,Netherlands,2004,100,1,31/12/2004
Brazil,Netherlands,2007,231.966,2,31/12/2007
Brazil,Netherlands,2009,144.326,2,31/12/2009
Brazil,Netherlands,2012,605.911,1,31/12/2012
Bulgaria,Netherlands,2010,2.829,1,31/12/2010
Bulgaria,Netherlands,2011,21.328,1,31/12/2011
Bulgaria,Netherlands,2014,5.388,1,31/12/2014
Burkina Faso,Netherlands,2014,4.25,1,31/12/2014
Cambodia,Netherlands,2008,28,1,31/12/2008
Canada,Netherlands,1989,3136.67,2,31/12/1989
Canada,Netherlands,1992,30.65,1,31/12/1992
Canada,Netherlands,1993,4.568,1,31/12/1993
Canada,Netherlands,1995,177.483,3,31/12/1995
Canada,Netherlands,1996,1063.092,3,31/12/1996
Canada,Netherlands,1998,446.141,6,31/12/1998
Canada,Netherlands,1999,26.636,3,31/12/1999
Canada,Netherlands,2000,7.592,1,31/12/2000
Canada,Netherlands,2001,13.062,2,31/12/2001
Canada,Netherlands,2002,6.928,1,31/12/2002
Canada,Netherlands,2003,22.873,1,31/12/2003
Canada,Netherlands,2005,63.38,2,31/12/2005
Canada,Netherlands,2006,3.362,2,31/12/2006
Canada,Netherlands,2007,578.93,5,31/12/2007
Canada,Netherlands,2008,20.408,1,31/12/2008
Canada,Netherlands,2011,102.475,1,31/12/2011
Canada,Netherlands,2012,528.324,1,31/12/2012
Canada,Netherlands,2014,124.836,2,31/12/2014
Chile,Netherlands,1995,22,1,31/12/1995
Chile,Netherlands,1996,19.499,1,31/12/1996
Chile,Netherlands,1997,120,1,31/12/1997
Chile,Netherlands,1999,16.757,1,31/12/1999
Chile,Netherlands,2000,19,1,31/12/2000
Chile,Netherlands,2003,334,1,31/12/2003
Chile,Netherlands,2007,654,1,31/12/2007
Chile,Netherlands,2013,25,1,31/12/2013
China,Netherlands,1998,10,1,31/12/1998
China,Netherlands,2002,24.604,2,31/12/2002
China,Netherlands,2003,1.164,1,31/12/2003
China,Netherlands,2005,395.197,6,31/12/2005
China,Netherlands,2006,4.721,1,31/12/2006
China,Netherlands,2007,26.811,3,31/12/2007
China,Netherlands,2008,92.957,4,31/12/2008
China,Netherlands,2009,53.554,2,31/12/2009
China,Netherlands,2011,77.878,3,31/12/2011
Colombia,Netherlands,1985,1035.048,1,31/12/1985
Colombia,Netherlands,1988,492.544,1,31/12/1988
Colombia,Netherlands,2003,5,1,31/12/2003
Colombia,Netherlands,2004,32,1,31/12/2004
Costa Rica,Netherlands,1994,16.549,2,31/12/1994
Croatia,Netherlands,2004,1.747,1,31/12/2004
Cyprus,Netherlands,2008,0.032,1,31/12/2008
Czech Republic,Netherlands,1997,199.998,1,31/12/1997
Czech Republic,Netherlands,2000,3,1,31/12/2000
Czech Republic,Netherlands,2003,53.2,1,31/12/2003
Czech Republic,Netherlands,2005,14.229,2,31/12/2005
Czech Republic,Netherlands,2007,11.8,1,31/12/2007
Czech Republic,Netherlands,2008,65.044,2,31/12/2008
Czech Republic,Netherlands,2009,167.15,1,31/12/2009
Czech Republic,Netherlands,2010,0.23,1,31/12/2010
Czech Republic,Netherlands,2013,3317.233,1,31/12/2013
Czech Republic,Netherlands,2014,268.917,2,31/12/2014
Denmark,Netherlands,1988,1.398,1,31/12/1988
Denmark,Netherlands,1990,194.132,2,31/12/1990
Denmark,Netherlands,1991,23.064,1,31/12/1991
Denmark,Netherlands,1992,4.27,1,31/12/1992
Denmark,Netherlands,1994,38.002,1,31/12/1994
Denmark,Netherlands,1996,9.284,1,31/12/1996
Denmark,Netherlands,1999,14.995,1,31/12/1999
Denmark,Netherlands,2000,12.648,1,31/12/2000
Denmark,Netherlands,2001,10.093,1,31/12/2001
Denmark,Netherlands,2002,3.189,1,31/12/2002
Denmark,Netherlands,2006,259.631,2,31/12/2006
Denmark,Netherlands,2007,141.935,2,31/12/2007
Denmark,Netherlands,2008,10.267,1,31/12/2008
Denmark,Netherlands,2010,34.437,2,31/12/2010
Denmark,Netherlands,2011,40.662,2,31/12/2011
Ecuador,Netherlands,2012,101.615,1,31/12/2012
Egypt,Netherlands,2007,120.967,1,31/12/2007
Finland,Netherlands,1999,415.169,1,31/12/1999
Finland,Netherlands,2002,406.024,2,31/12/2002
Finland,Netherlands,2004,68.403,1,31/12/2004
Finland,Netherlands,2005,10.553,1,31/12/2005
Finland,Netherlands,2007,251.691,1,31/12/2007
Finland,Netherlands,2008,103.952,1,31/12/2008
Finland,Netherlands,2010,121.071,2,31/12/2010
Finland,Netherlands,2013,14.483,1,31/12/2013
France,Netherlands,1987,48.145,2,31/12/1987
France,Netherlands,1990,130.693,1,31/12/1990
France,Netherlands,1991,18.673,2,31/12/1991
France,Netherlands,1992,0.362,2,31/12/1992
France,Netherlands,1994,107.269,4,31/12/1994
France,Netherlands,1996,692.9,5,31/12/1996
France,Netherlands,1997,305.094,3,31/12/1997
France,Netherlands,1998,425.225,3,31/12/1998
France,Netherlands,1999,9494.914,4,31/12/1999
France,Netherlands,2000,564.126,9,31/12/2000
France,Netherlands,2001,615.694,4,31/12/2001
France,Netherlands,2002,498.849,8,31/12/2002
France,Netherlands,2003,75.527,1,31/12/2003
France,Netherlands,2004,474.636,6,31/12/2004
France,Netherlands,2005,95.966,2,31/12/2005
France,Netherlands,2006,221.749,3,31/12/2006
France,Netherlands,2007,813.82,6,31/12/2007
France,Netherlands,2008,3934.694,6,31/12/2008
France,Netherlands,2009,172.217,4,31/12/2009
France,Netherlands,2010,135.742,2,31/12/2010
France,Netherlands,2011,266.797,4,31/12/2011
France,Netherlands,2012,875.209,3,31/12/2012
France,Netherlands,2013,349.252,2,31/12/2013
France,Netherlands,2014,1095.323,4,31/12/2014
Georgia,Netherlands,2006,12.6,1,31/12/2006
Georgia,Netherlands,2009,14.145,1,31/12/2009
Germany,Netherlands,1987,156,1,31/12/1987
Germany,Netherlands,1991,159.448,3,31/12/1991
Germany,Netherlands,1993,1.687,1,31/12/1993
Germany,Netherlands,1994,196.362,3,31/12/1994
Germany,Netherlands,1995,1000.666,4,31/12/1995
Germany,Netherlands,1996,830.98,3,31/12/1996
Germany,Netherlands,1997,14.055,2,31/12/1997
Germany,Netherlands,1998,15.902,1,31/12/1998
Germany,Netherlands,1999,1175.076,6,31/12/1999
Germany,Netherlands,2000,103.288,3,31/12/2000
Germany,Netherlands,2001,1.674,1,31/12/2001
Germany,Netherlands,2002,20.751,4,31/12/2002
Germany,Netherlands,2003,1004.938,8,31/12/2003
Germany,Netherlands,2004,76.603,4,31/12/2004
Germany,Netherlands,2005,244.973,7,31/12/2005
Germany,Netherlands,2006,79.754,4,31/12/2006
Germany,Netherlands,2007,1036.423,6,31/12/2007
Germany,Netherlands,2008,313.647,3,31/12/2008
Germany,Netherlands,2009,3813.01,4,31/12/2009
Germany,Netherlands,2010,217.587,2,31/12/2010
Germany,Netherlands,2011,448.272,6,31/12/2011
Germany,Netherlands,2012,66.791,3,31/12/2012
Germany,Netherlands,2013,499.073,2,31/12/2013
Germany,Netherlands,2014,288.245,6,31/12/2014
Greece,Netherlands,1990,100.001,1,31/12/1990
Greece,Netherlands,1999,1.622,1,31/12/1999
Greece,Netherlands,2001,840.148,1,31/12/2001
Greece,Netherlands,2005,4396.856,1,31/12/2005
Greece,Netherlands,2008,6.475,1,31/12/2008
Greece,Netherlands,2012,7.083,1,31/12/2012
Greece,Netherlands,2013,914.667,2,31/12/2013
Guatemala,Netherlands,1993,29,1,31/12/1993
Guatemala,Netherlands,2014,43,1,31/12/2014
Hungary,Netherlands,1995,2.593,1,31/12/1995
Hungary,Netherlands,1997,6.154,1,31/12/1997
Hungary,Netherlands,1999,101.345,3,31/12/1999
Hungary,Netherlands,2000,1.957,1,31/12/2000
Hungary,Netherlands,2003,5.975,1,31/12/2003
Hungary,Netherlands,2004,3.287,1,31/12/2004
Hungary,Netherlands,2005,25.521,2,31/12/2005
Hungary,Netherlands,2007,161.408,1,31/12/2007
Hungary,Netherlands,2008,3.25,1,31/12/2008
Hungary,Netherlands,2009,5.813,1,31/12/2009
India,Netherlands,1992,12,1,31/12/1992
India,Netherlands,1997,8.5,1,31/12/1997
India,Netherlands,1998,22.445,1,31/12/1998
India,Netherlands,1999,21.43,4,31/12/1999
India,Netherlands,2001,3.994,1,31/12/2001
India,Netherlands,2003,6.029,1,31/12/2003
India,Netherlands,2004,6.055,1,31/12/2004
India,Netherlands,2008,2.406,1,31/12/2008
India,Netherlands,2009,37.457,2,31/12/2009
India,Netherlands,2010,0.452,1,31/12/2010
India,Netherlands,2011,76.99,1,31/12/2011
Indonesia,Netherlands,1997,57.282,1,31/12/1997
Indonesia,Netherlands,2008,50.616,4,31/12/2008
Israel,Netherlands,1995,224.201,1,31/12/1995
Israel,Netherlands,1998,50,1,31/12/1998
Israel,Netherlands,2000,27.104,1,31/12/2000
Israel,Netherlands,2012,56.005,2,31/12/2012
Israel,Netherlands,2013,10,1,31/12/2013
Italy,Netherlands,1990,32.64,1,31/12/1990
Italy,Netherlands,1991,1002,2,31/12/1991
Italy,Netherlands,1992,3344.77,2,31/12/1992
Italy,Netherlands,1993,65.934,1,31/12/1993
Italy,Netherlands,1994,281.876,3,31/12/1994
Italy,Netherlands,1997,39.943,1,31/12/1997
Italy,Netherlands,1999,196.596,3,31/12/1999
Italy,Netherlands,2001,681.815,10,31/12/2001
Italy,Netherlands,2002,3.188,1,31/12/2002
Italy,Netherlands,2003,613.026,6,31/12/2003
Italy,Netherlands,2004,166.483,2,31/12/2004
Italy,Netherlands,2005,740.912,5,31/12/2005
Italy,Netherlands,2006,898.755,8,31/12/2006
Italy,Netherlands,2007,238.576,5,31/12/2007
Italy,Netherlands,2008,592.066,1,31/12/2008
Italy,Netherlands,2009,590.43,4,31/12/2009
Italy,Netherlands,2010,22522.15,2,31/12/2010
Italy,Netherlands,2014,254.046,2,31/12/2014
Japan,Netherlands,2000,42.214,1,31/12/2000
Japan,Netherlands,2001,19.599,2,31/12/2001
Japan,Netherlands,2008,49.365,4,31/12/2008
Jordan,Netherlands,2000,60.097,1,31/12/2000
Kazakhstan,Netherlands,1996,1152.403,3,31/12/1996
Kazakhstan,Netherlands,2003,165,1,31/12/2003
Kazakhstan,Netherlands,2004,425,1,31/12/2004
Kazakhstan,Netherlands,2011,120.226,2,31/12/2011
Kazakhstan,Netherlands,2012,45,2,31/12/2012
Kazakhstan,Netherlands,2013,235,1,31/12/2013
Kazakhstan,Netherlands,2014,150,1,31/12/2014
Kenya,Netherlands,2004,250,1,31/12/2004
Latvia,Netherlands,2006,239.4,1,31/12/2006
Lithuania,Netherlands,2002,5.608,1,31/12/2002
Lithuania,Netherlands,2010,1.723,1,31/12/2010
Luxembourg,Netherlands,1991,8.661,1,31/12/1991
Luxembourg,Netherlands,2007,1.295,1,31/12/2007
Luxembourg,Netherlands,2013,25.87,1,31/12/2013
Luxembourg,Netherlands,2014,155.3,1,31/12/2014
Malaysia,Netherlands,2000,21.048,1,31/12/2000
Malaysia,Netherlands,2009,1.753,1,31/12/2009
Malaysia,Netherlands,2010,140.099,2,31/12/2010
Malaysia,Netherlands,2013,7.61,1,31/12/2013
Malta,Netherlands,1999,73.005,1,31/12/1999
Mexico,Netherlands,1988,4.2,1,31/12/1988
Mexico,Netherlands,1994,42.055,1,31/12/1994
Mexico,Netherlands,2000,235,1,31/12/2000
Mexico,Netherlands,2001,791,1,31/12/2001
Mexico,Netherlands,2007,651.554,2,31/12/2007
Mexico,Netherlands,2009,54,1,31/12/2009
Mexico,Netherlands,2010,7325.015,1,31/12/2010
Mexico,Netherlands,2011,722.824,2,31/12/2011
Namibia,Netherlands,2009,59,1,31/12/2009
New Zealand,Netherlands,1996,2.257,1,31/12/1996
New Zealand,Netherlands,1997,56.105,1,31/12/1997
New Zealand,Netherlands,1999,13.822,1,31/12/1999
New Zealand,Netherlands,2000,63.586,2,31/12/2000
New Zealand,Netherlands,2003,53.374,3,31/12/2003
New Zealand,Netherlands,2007,29.921,4,31/12/2007
Nigeria,Netherlands,2009,11.491,1,31/12/2009
Norway,Netherlands,1993,4.579,2,31/12/1993
Norway,Netherlands,1998,115.903,1,31/12/1998
Norway,Netherlands,2000,449.16,1,31/12/2000
Norway,Netherlands,2002,86.16,2,31/12/2002
Norway,Netherlands,2003,13.644,2,31/12/2003
Norway,Netherlands,2004,3.681,1,31/12/2004
Norway,Netherlands,2005,302.255,2,31/12/2005
Norway,Netherlands,2006,27.234,1,31/12/2006
Norway,Netherlands,2007,14.235,1,31/12/2007
Norway,Netherlands,2011,109.231,2,31/12/2011
Norway,Netherlands,2012,74,1,31/12/2012
Norway,Netherlands,2014,18.89,1,31/12/2014
Pakistan,Netherlands,2007,227.465,1,31/12/2007
Panama,Netherlands,2002,88.717,1,31/12/2002
Panama,Netherlands,2010,40,1,31/12/2010
Peru,Netherlands,2004,1,1,31/12/2004
Peru,Netherlands,2011,0.2,1,31/12/2011
Peru,Netherlands,2012,405,2,31/12/2012
Peru,Netherlands,2013,4584.743,1,31/12/2013
Philippines,Netherlands,1998,2.085,1,31/12/1998
Philippines,Netherlands,2006,30,1,31/12/2006
Philippines,Netherlands,2014,116.57,1,31/12/2014
Poland,Netherlands,1994,0.01,1,31/12/1994
Poland,Netherlands,1995,10.528,2,31/12/1995
Poland,Netherlands,1998,590.933,2,31/12/1998
Poland,Netherlands,2001,7.691,1,31/12/2001
Poland,Netherlands,2002,217.982,3,31/12/2002
Poland,Netherlands,2005,110.106,1,31/12/2005
Poland,Netherlands,2006,289.448,3,31/12/2006
Poland,Netherlands,2007,165.091,1,31/12/2007
Poland,Netherlands,2008,42.684,1,31/12/2008
Poland,Netherlands,2009,41.86,3,31/12/2009
Poland,Netherlands,2010,5.833,2,31/12/2010
Poland,Netherlands,2011,413.404,2,31/12/2011
Poland,Netherlands,2012,235.759,3,31/12/2012
Poland,Netherlands,2014,104.465,3,31/12/2014
Portugal,Netherlands,1999,5.212,1,31/12/1999
Portugal,Netherlands,2000,3.679,1,31/12/2000
Portugal,Netherlands,2001,117.415,1,31/12/2001
Portugal,Netherlands,2002,38.441,2,31/12/2002
Portugal,Netherlands,2008,25.157,1,31/12/2008
Portugal,Netherlands,2009,177.555,2,31/12/2009
Romania,Netherlands,2000,3.036,2,31/12/2000
Romania,Netherlands,2001,583.338,1,31/12/2001
Romania,Netherlands,2003,40,2,31/12/2003
Romania,Netherlands,2005,47,1,31/12/2005
Romania,Netherlands,2007,111.785,3,31/12/2007
Romania,Netherlands,2012,25.634,1,31/12/2012
Russian Fed,Netherlands,2002,485.002,5,31/12/2002
Russian Fed,Netherlands,2005,616.2,3,31/12/2005
Russian Fed,Netherlands,2007,341.1,6,31/12/2007
Russian Fed,Netherlands,2008,904.416,3,31/12/2008
Russian Fed,Netherlands,2009,300,1,31/12/2009
Russian Fed,Netherlands,2010,200.351,7,31/12/2010
Russian Fed,Netherlands,2011,990.696,4,31/12/2011
Russian Fed,Netherlands,2012,210.71,1,31/12/2012
Russian Fed,Netherlands,2013,5584.062,4,31/12/2013
Saudi Arabia,Netherlands,2014,235,1,31/12/2014
Sierra Leone,Netherlands,2008,40,1,31/12/2008
Singapore,Netherlands,2004,2.299,1,31/12/2004
Singapore,Netherlands,2005,1402.558,1,31/12/2005
